# MeSH entry terms as MONDO disease synonyms -- PRECOMPUTED, do not hand-edit.
# script: scripts/build_mesh_disease_synonyms.py
# built: 2026-08-15T02:02:39+00:00
# mesh: desc2026.gz (NLM, public domain)
# mondo: releases/2026-08-04
# join: MONDO-asserted only (obo MESH xref + sssom exactMatch); unambiguous only; disease branch (C*/F03)
# rows: 8158 over 2594 MONDO terms
mondo_uri	mondo_label	synonym	mesh_id
http://purl.obolibrary.org/obo/MONDO_0002921	congenital structural myopathy	Congenital Non-Progressive Myopathies	MESH:D020914
http://purl.obolibrary.org/obo/MONDO_0002921	congenital structural myopathy	Congenital Non-Progressive Myopathy	MESH:D020914
http://purl.obolibrary.org/obo/MONDO_0002921	congenital structural myopathy	Congenital Structural Myopathies	MESH:D020914
http://purl.obolibrary.org/obo/MONDO_0002921	congenital structural myopathy	Myotubular Myopathies	MESH:D020914
http://purl.obolibrary.org/obo/MONDO_0002921	congenital structural myopathy	Myotubular Myopathy	MESH:D020914
http://purl.obolibrary.org/obo/MONDO_0002922	pyoderma	Pyodermas	MESH:D011711
http://purl.obolibrary.org/obo/MONDO_0002926	clear cell sarcoma	Clear Cell Sarcomas	MESH:D018227
http://purl.obolibrary.org/obo/MONDO_0002926	clear cell sarcoma	Malignant Melanoma of Soft Parts	MESH:D018227
http://purl.obolibrary.org/obo/MONDO_0002926	clear cell sarcoma	Melanoma of Soft Parts	MESH:D018227
http://purl.obolibrary.org/obo/MONDO_0002928	carcinosarcoma	Carcinosarcomas	MESH:D002296
http://purl.obolibrary.org/obo/MONDO_0002933	osteosclerosis	Osteoscleroses	MESH:D010026
http://purl.obolibrary.org/obo/MONDO_0002946	gynatresia	Gynatresias	MESH:D006175
http://purl.obolibrary.org/obo/MONDO_0002959	radiculopathy	Radiculopathies	MESH:D011843
http://purl.obolibrary.org/obo/MONDO_0002960	polyradiculopathy	Polyradiculopathies	MESH:D011128
http://purl.obolibrary.org/obo/MONDO_0002968	lymphocele	Lymphatic Cyst	MESH:D008210
http://purl.obolibrary.org/obo/MONDO_0002968	lymphocele	Lymphatic Cysts	MESH:D008210
http://purl.obolibrary.org/obo/MONDO_0002968	lymphocele	Lymphoceles	MESH:D008210
http://purl.obolibrary.org/obo/MONDO_0002968	lymphocele	Lymphocoele	MESH:D008210
http://purl.obolibrary.org/obo/MONDO_0002968	lymphocele	Lymphocoeles	MESH:D008210
http://purl.obolibrary.org/obo/MONDO_0002976	stomach diverticulosis	Gastric Diverticulosis	MESH:D045724
http://purl.obolibrary.org/obo/MONDO_0002977	autoimmune disorder of the nervous system	Autoimmune Diseases of the Nervous System	MESH:D020274
http://purl.obolibrary.org/obo/MONDO_0002989	benign fibrous histiocytoma	Benign Fibrous Histiocytomas	MESH:D018219
http://purl.obolibrary.org/obo/MONDO_0002989	benign fibrous histiocytoma	Fibrous Histiocytomas	MESH:D018219
http://purl.obolibrary.org/obo/MONDO_0003001	seminoma	Seminomas	MESH:D018239
http://purl.obolibrary.org/obo/MONDO_0003002	dysgerminoma	Disgerminoma	MESH:D004407
http://purl.obolibrary.org/obo/MONDO_0003002	dysgerminoma	Disgerminomas	MESH:D004407
http://purl.obolibrary.org/obo/MONDO_0003002	dysgerminoma	Dysgerminomas	MESH:D004407
http://purl.obolibrary.org/obo/MONDO_0003004	macular degeneration	Macular Degenerations	MESH:D008268
http://purl.obolibrary.org/obo/MONDO_0003004	macular degeneration	Macular Dystrophies	MESH:D008268
http://purl.obolibrary.org/obo/MONDO_0003004	macular degeneration	Macular Dystrophy	MESH:D008268
http://purl.obolibrary.org/obo/MONDO_0003004	macular degeneration	Maculopathies	MESH:D008268
http://purl.obolibrary.org/obo/MONDO_0003004	macular degeneration	Maculopathy	MESH:D008268
http://purl.obolibrary.org/obo/MONDO_0003009	hyperaldosteronism	Aldosteronism	MESH:D006929
http://purl.obolibrary.org/obo/MONDO_0003014	rhinitis	Nasal Catarrh	MESH:D012220
http://purl.obolibrary.org/obo/MONDO_0003014	rhinitis	Nasal Catarrhs	MESH:D012220
http://purl.obolibrary.org/obo/MONDO_0003014	rhinitis	Rhinitides	MESH:D012220
http://purl.obolibrary.org/obo/MONDO_0003019	potassium deficiency disease	Hypokalemias	MESH:D007008
http://purl.obolibrary.org/obo/MONDO_0003019	potassium deficiency disease	Hypopotassemia	MESH:D007008
http://purl.obolibrary.org/obo/MONDO_0003019	potassium deficiency disease	Hypopotassemias	MESH:D007008
http://purl.obolibrary.org/obo/MONDO_0003036	mucoepidermoid carcinoma	Mucoepidermoid Carcinomas	MESH:D018277
http://purl.obolibrary.org/obo/MONDO_0003037	hypotrichosis	Hypotrichoses	MESH:D007039
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Amnesic Aphasia	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Anomia	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Anomic Aphasia	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Anomic Dysphasia	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Anomic Dysphasias	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Dysnomia	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Dysnomias	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Nominal Dysphasia	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003039	nominal aphasia	Nominal Dysphasias	MESH:D000849
http://purl.obolibrary.org/obo/MONDO_0003040	retrograde amnesia	Retrograde Amnesias	MESH:D000648
http://purl.obolibrary.org/obo/MONDO_0003045	anal gland neoplasm	Anal Gland Neoplasms	MESH:D000694
http://purl.obolibrary.org/obo/MONDO_0003045	anal gland neoplasm	Circumanal Gland Neoplasm	MESH:D000694
http://purl.obolibrary.org/obo/MONDO_0003045	anal gland neoplasm	Circumanal Gland Neoplasms	MESH:D000694
http://purl.obolibrary.org/obo/MONDO_0003045	anal gland neoplasm	Perianal Gland Neoplasm	MESH:D000694
http://purl.obolibrary.org/obo/MONDO_0003045	anal gland neoplasm	Perianal Gland Neoplasms	MESH:D000694
http://purl.obolibrary.org/obo/MONDO_0003046	anus neoplasm	Anal Neoplasms	MESH:D001005
http://purl.obolibrary.org/obo/MONDO_0003046	anus neoplasm	Anus Neoplasms	MESH:D001005
http://purl.obolibrary.org/obo/MONDO_0003061	benign muscle neoplasm	Myomas	MESH:D009214
http://purl.obolibrary.org/obo/MONDO_0003072	retinal cancer	Retinal Neoplasm	MESH:D019572
http://purl.obolibrary.org/obo/MONDO_0003072	retinal cancer	Retinal Neoplasms	MESH:D019572
http://purl.obolibrary.org/obo/MONDO_0003072	retinal cancer	Retinal Tumors	MESH:D019572
http://purl.obolibrary.org/obo/MONDO_0003079	mastocytoma	Benign Mastocytoma	MESH:D034801
http://purl.obolibrary.org/obo/MONDO_0003081	thalamic disorder	Thalamic Disease	MESH:D013786
http://purl.obolibrary.org/obo/MONDO_0003081	thalamic disorder	Thalamic Diseases	MESH:D013786
http://purl.obolibrary.org/obo/MONDO_0003085	keratitis	Keratitides	MESH:D007634
http://purl.obolibrary.org/obo/MONDO_0003105	prostate disorder	Prostatic Disease	MESH:D011469
http://purl.obolibrary.org/obo/MONDO_0003105	prostate disorder	Prostatic Diseases	MESH:D011469
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Infratentorial Neoplasm	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Infratentorial Neoplasms	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Infratentorial Tumor	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Infratentorial Tumors	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Posterior Fossa Neoplasm	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Posterior Fossa Neoplasms	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Posterior Fossa Tumor	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003107	infratentorial cancer	Posterior Fossa Tumors	MESH:D015192
http://purl.obolibrary.org/obo/MONDO_0003117	somatoform disorder	Medically Unexplained Syndrome	MESH:D013001
http://purl.obolibrary.org/obo/MONDO_0003117	somatoform disorder	Medically Unexplained Syndromes	MESH:D013001
http://purl.obolibrary.org/obo/MONDO_0003117	somatoform disorder	Somatoform Disorders	MESH:D013001
http://purl.obolibrary.org/obo/MONDO_0003122	striatonigral degeneration	Striatonigral Atrophies	MESH:D020955
http://purl.obolibrary.org/obo/MONDO_0003122	striatonigral degeneration	Striatonigral Atrophy	MESH:D020955
http://purl.obolibrary.org/obo/MONDO_0003122	striatonigral degeneration	Striatonigral Degenerations	MESH:D020955
http://purl.obolibrary.org/obo/MONDO_0003143	angiokeratoma	Angiokeratomas	MESH:D000794
http://purl.obolibrary.org/obo/MONDO_0003150	male reproductive system disorder	Male Genital Disease	MESH:D005832
http://purl.obolibrary.org/obo/MONDO_0003150	male reproductive system disorder	Male Genital Diseases	MESH:D005832
http://purl.obolibrary.org/obo/MONDO_0003155	cavernous hemangioma	Cavernous Hemangiomas	MESH:D006392
http://purl.obolibrary.org/obo/MONDO_0003155	cavernous hemangioma	Strawberry Hemangioma	MESH:D006392
http://purl.obolibrary.org/obo/MONDO_0003155	cavernous hemangioma	Strawberry Hemangiomas	MESH:D006392
http://purl.obolibrary.org/obo/MONDO_0003159	vascular hemostatic disease	Hemostatic Disorders	MESH:D020141
http://purl.obolibrary.org/obo/MONDO_0003218	adenocarcinoma in situ	Adenocarcinoma in Situs	MESH:D065311
http://purl.obolibrary.org/obo/MONDO_0003218	adenocarcinoma in situ	Intraepithelial Adenocarcinoma	MESH:D065311
http://purl.obolibrary.org/obo/MONDO_0003218	adenocarcinoma in situ	Intraepithelial Adenocarcinomas	MESH:D065311
http://purl.obolibrary.org/obo/MONDO_0003218	adenocarcinoma in situ	Preinvasive Adenocarcinoma	MESH:D065311
http://purl.obolibrary.org/obo/MONDO_0003218	adenocarcinoma in situ	Preinvasive Adenocarcinomas	MESH:D065311
http://purl.obolibrary.org/obo/MONDO_0003225	bone marrow disorder	Bone Marrow Diseases	MESH:D001855
http://purl.obolibrary.org/obo/MONDO_0003227	prosopagnosia	Agnosia for Face	MESH:D020238
http://purl.obolibrary.org/obo/MONDO_0003227	prosopagnosia	Agnosia for Faces	MESH:D020238
http://purl.obolibrary.org/obo/MONDO_0003227	prosopagnosia	Facial Recognition Agnosia	MESH:D020238
http://purl.obolibrary.org/obo/MONDO_0003227	prosopagnosia	Facial Recognition Agnosias	MESH:D020238
http://purl.obolibrary.org/obo/MONDO_0003227	prosopagnosia	Prosopagnosias	MESH:D020238
http://purl.obolibrary.org/obo/MONDO_0003233	essential tremor	Benign Essential Tremor	MESH:D020329
http://purl.obolibrary.org/obo/MONDO_0003233	essential tremor	Benign Essential Tremors	MESH:D020329
http://purl.obolibrary.org/obo/MONDO_0003233	essential tremor	Essential Tremors	MESH:D020329
http://purl.obolibrary.org/obo/MONDO_0003235	optic nerve glioma	Optic Glioma	MESH:D020339
http://purl.obolibrary.org/obo/MONDO_0003235	optic nerve glioma	Optic Gliomas	MESH:D020339
http://purl.obolibrary.org/obo/MONDO_0003235	optic nerve glioma	Optic Nerve Gliomas	MESH:D020339
http://purl.obolibrary.org/obo/MONDO_0003240	thyroid gland disorder	Thyroid Diseases	MESH:D013959
http://purl.obolibrary.org/obo/MONDO_0003264	basosquamous carcinoma	Basosquamous Carcinomas	MESH:D002281
http://purl.obolibrary.org/obo/MONDO_0003265	adjustment disorder	Adjustment Disorders	MESH:D000275
http://purl.obolibrary.org/obo/MONDO_0003265	adjustment disorder	Reactive Disorder	MESH:D000275
http://purl.obolibrary.org/obo/MONDO_0003265	adjustment disorder	Reactive Disorders	MESH:D000275
http://purl.obolibrary.org/obo/MONDO_0003277	malignant ear neoplasm	Ear Neoplasm	MESH:D004428
http://purl.obolibrary.org/obo/MONDO_0003277	malignant ear neoplasm	Ear Neoplasms	MESH:D004428
http://purl.obolibrary.org/obo/MONDO_0003280	swayback	Enzootic Ataxia	MESH:D013540
http://purl.obolibrary.org/obo/MONDO_0003280	swayback	Enzootic Ataxias	MESH:D013540
http://purl.obolibrary.org/obo/MONDO_0003282	ovarian cyst	Ovarian Cysts	MESH:D010048
http://purl.obolibrary.org/obo/MONDO_0003295	leiomyomatosis	Leiomyomatoses	MESH:D018231
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Elephantiasis Neuromatoses	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Elephantiasis Neuromatosis	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Pachydermatocele	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Pachydermatoceles	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Plexiform Neurofibromas	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Plexiform Neuroma	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Plexiform Neuromas	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003304	plexiform neurofibroma	Tumor Royale	MESH:D018318
http://purl.obolibrary.org/obo/MONDO_0003311	endometrial stromal tumor	Endometrial Stromal Tumors	MESH:D036821
http://purl.obolibrary.org/obo/MONDO_0003329	ureteral obstruction	Ureteral Obstructions	MESH:D014517
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	Hilar Cholangiocarcinomas	MESH:D018285
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	Klatskins Tumor	MESH:D018285
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	Perihilar Cholangiocarcinomas	MESH:D018285
http://purl.obolibrary.org/obo/MONDO_0003346	central nervous system vasculitis	CNS Vasculitis	MESH:D020293
http://purl.obolibrary.org/obo/MONDO_0003346	central nervous system vasculitis	Central Nervous System Angiitis	MESH:D020293
http://purl.obolibrary.org/obo/MONDO_0003366	hydrarthrosis	Hydrarthroses	MESH:D006833
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Hypophyseal Disorder	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Hypophyseal Disorders	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Pituitary Disease	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Pituitary Diseases	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Pituitary Disorder	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Pituitary Disorders	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003381	pituitary gland disorder	Pituitary Gland Diseases	MESH:D010900
http://purl.obolibrary.org/obo/MONDO_0003382	eyelid disorder	Eyelid Diseases	MESH:D005141
http://purl.obolibrary.org/obo/MONDO_0003394	dental pulp disorder	Dental Pulp Diseases	MESH:D003788
http://purl.obolibrary.org/obo/MONDO_0003397	gingival hypertrophy	Gingival Hypertrophies	MESH:D005886
http://purl.obolibrary.org/obo/MONDO_0003398	anterograde amnesia	Anterograde Amnesias	MESH:D020324
http://purl.obolibrary.org/obo/MONDO_0003398	anterograde amnesia	Anterograde Memory Loss	MESH:D020324
http://purl.obolibrary.org/obo/MONDO_0003398	anterograde amnesia	Anterograde Memory Losses	MESH:D020324
http://purl.obolibrary.org/obo/MONDO_0003406	sleep-wake disorder	Sleep Wake Disorders	MESH:D012893
http://purl.obolibrary.org/obo/MONDO_0003409	colonic disorder	Colonic Disease	MESH:D003108
http://purl.obolibrary.org/obo/MONDO_0003409	colonic disorder	Colonic Diseases	MESH:D003108
http://purl.obolibrary.org/obo/MONDO_0003425	ophthalmoplegia	Oculomotor Paralysis	MESH:D009886
http://purl.obolibrary.org/obo/MONDO_0003425	ophthalmoplegia	Ophthalmoplegias	MESH:D009886
http://purl.obolibrary.org/obo/MONDO_0003432	strabismus	Phoria	MESH:D013285
http://purl.obolibrary.org/obo/MONDO_0003432	strabismus	Phorias	MESH:D013285
http://purl.obolibrary.org/obo/MONDO_0003441	dystonic disorder	Dystonic Disorders	MESH:D020821
http://purl.obolibrary.org/obo/MONDO_0003452	cochlear disorder	Cochlear Disease	MESH:D015834
http://purl.obolibrary.org/obo/MONDO_0003452	cochlear disorder	Cochlear Diseases	MESH:D015834
http://purl.obolibrary.org/obo/MONDO_0003464	cystadenofibroma	Cystadenofibromas	MESH:D062625
http://purl.obolibrary.org/obo/MONDO_0003472	lice infestation	Lice Infestations	MESH:D010373
http://purl.obolibrary.org/obo/MONDO_0003472	lice infestation	Pediculoses	MESH:D010373
http://purl.obolibrary.org/obo/MONDO_0003505	femoral cancer	Femoral Neoplasms	MESH:D005266
http://purl.obolibrary.org/obo/MONDO_0003525	pancreatic gastrin-producing neuroendocrine tumor	Gastrin Producing Tumor	MESH:D015408
http://purl.obolibrary.org/obo/MONDO_0003525	pancreatic gastrin-producing neuroendocrine tumor	Gastrin-Producing Tumor	MESH:D015408
http://purl.obolibrary.org/obo/MONDO_0003525	pancreatic gastrin-producing neuroendocrine tumor	Gastrin-Producing Tumors	MESH:D015408
http://purl.obolibrary.org/obo/MONDO_0003525	pancreatic gastrin-producing neuroendocrine tumor	Gastrinoma	MESH:D015408
http://purl.obolibrary.org/obo/MONDO_0003525	pancreatic gastrin-producing neuroendocrine tumor	Gastrinomas	MESH:D015408
http://purl.obolibrary.org/obo/MONDO_0003525	pancreatic gastrin-producing neuroendocrine tumor	Ulcerogenic Islet Cell Tumor	MESH:D015408
http://purl.obolibrary.org/obo/MONDO_0003528	Volkmann contracture	Ischemic Contracture	MESH:D054061
http://purl.obolibrary.org/obo/MONDO_0003528	Volkmann contracture	Ischemic Contractures	MESH:D054061
http://purl.obolibrary.org/obo/MONDO_0003528	Volkmann contracture	Volkmann Contractures	MESH:D054061
http://purl.obolibrary.org/obo/MONDO_0003528	Volkmann contracture	Volkmann Ischemic Contracture	MESH:D054061
http://purl.obolibrary.org/obo/MONDO_0003528	Volkmann contracture	Volkmanns Ischemic Contracture	MESH:D054061
http://purl.obolibrary.org/obo/MONDO_0003542	dental pulp calcification	Dental Pulp Calcifications	MESH:D003784
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	Cranial Nerve V Diseases	MESH:D020433
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	Fifth Cranial Nerve Diseases	MESH:D020433
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	Trigeminal Nerve Diseases	MESH:D020433
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	Trigeminal Nerve Disorders	MESH:D020433
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	Trigeminal Neuropathies	MESH:D020433
http://purl.obolibrary.org/obo/MONDO_0003543	trigeminal nerve disorder	Trigeminal Neuropathy	MESH:D020433
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Cranial Nerve III Diseases	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Nerve Diseases	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Nerve Disorders	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Nerve Palsies	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Nerve Palsy	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Nerve Paralyses	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Nerve Paralysis	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Neuropathies	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Oculomotor Neuropathy	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third Cranial Nerve Diseases	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third Nerve Palsy	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third Nerve Paralysis	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third-Nerve Palsies	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third-Nerve Palsy	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third-Nerve Paralyses	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003546	third cranial nerve disorder	Third-Nerve Paralysis	MESH:D015840
http://purl.obolibrary.org/obo/MONDO_0003569	cranial nerve neuropathy	Cranial Nerve Diseases	MESH:D003389
http://purl.obolibrary.org/obo/MONDO_0003569	cranial nerve neuropathy	Cranial Nerve Disorders	MESH:D003389
http://purl.obolibrary.org/obo/MONDO_0003569	cranial nerve neuropathy	Cranial Neuropathies	MESH:D003389
http://purl.obolibrary.org/obo/MONDO_0003569	cranial nerve neuropathy	Nervus Cranialis Disorder	MESH:D003389
http://purl.obolibrary.org/obo/MONDO_0003569	cranial nerve neuropathy	Nervus Cranialis Disorders	MESH:D003389
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Mononeuropathies	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Mononeuropathy	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Nerve Disease	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Nerve Diseases	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Nerve Neuropathies	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Neuropathies	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003598	median nerve neuropathy	Median Neuropathy	MESH:D020423
http://purl.obolibrary.org/obo/MONDO_0003615	nerve compression syndrome	Nerve Compression Syndromes	MESH:D009408
http://purl.obolibrary.org/obo/MONDO_0003619	salpingitis	Salpingitides	MESH:D012488
http://purl.obolibrary.org/obo/MONDO_0003620	peripheral nervous system disorder	Peripheral Nervous System Diseases	MESH:D010523
http://purl.obolibrary.org/obo/MONDO_0003634	proteinuria	Proteinurias	MESH:D011507
http://purl.obolibrary.org/obo/MONDO_0003664	hemolytic anemia	Haemolytic Anaemia	MESH:D000743
http://purl.obolibrary.org/obo/MONDO_0003664	hemolytic anemia	Haemolytic Anaemias	MESH:D000743
http://purl.obolibrary.org/obo/MONDO_0003689	familial hemolytic anemia	Congenital Hemolytic Anemias	MESH:D000745
http://purl.obolibrary.org/obo/MONDO_0003689	familial hemolytic anemia	Hereditary Hemolytic Anemias	MESH:D000745
http://purl.obolibrary.org/obo/MONDO_0003699	phobic disorder	Phobias	MESH:D010698
http://purl.obolibrary.org/obo/MONDO_0003699	phobic disorder	Phobic Disorders	MESH:D010698
http://purl.obolibrary.org/obo/MONDO_0003699	phobic disorder	Phobic Neuroses	MESH:D010698
http://purl.obolibrary.org/obo/MONDO_0003709	agoraphobia	Crowds Phobia	MESH:D000379
http://purl.obolibrary.org/obo/MONDO_0003709	agoraphobia	Open Spaces Phobia	MESH:D000379
http://purl.obolibrary.org/obo/MONDO_0003749	esophageal disorder	Esophageal Disease	MESH:D004935
http://purl.obolibrary.org/obo/MONDO_0003749	esophageal disorder	Esophageal Diseases	MESH:D004935
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown Sequard Disease	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown Sequard Syndrome	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown Sequard's Disease	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown Sequard's Syndrome	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown-Sequard Disease	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown-Sequard's Disease	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown-Sequard's Syndrome	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown-Sequards Disease	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Brown-Sequards Syndrome	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Hemicord Syndromes	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Hemiparaplegic Syndromes	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003754	Brown-Sequard syndrome	Hemispinal Cord Syndromes	MESH:D018437
http://purl.obolibrary.org/obo/MONDO_0003757	paraplegia	Paraplegias	MESH:D010264
http://purl.obolibrary.org/obo/MONDO_0003763	acute stress disorder	Trauma and Stress Related Disorders	MESH:D000068099
http://purl.obolibrary.org/obo/MONDO_0003763	acute stress disorder	Trauma and Stressor Related Disorders	MESH:D000068099
http://purl.obolibrary.org/obo/MONDO_0003778	inborn error of immunity	Immunologic Deficiency Syndromes	MESH:D007153
http://purl.obolibrary.org/obo/MONDO_0003781	bronchitis	Bronchitides	MESH:D001991
http://purl.obolibrary.org/obo/MONDO_0003783	lymphopenia	Lymphocytopenias	MESH:D008231
http://purl.obolibrary.org/obo/MONDO_0003783	lymphopenia	Lymphopenias	MESH:D008231
http://purl.obolibrary.org/obo/MONDO_0003785	leukopenia	Leukocytopenias	MESH:D007970
http://purl.obolibrary.org/obo/MONDO_0003785	leukopenia	Leukopenias	MESH:D007970
http://purl.obolibrary.org/obo/MONDO_0003799	conjunctivitis	Conjunctivitides	MESH:D003231
http://purl.obolibrary.org/obo/MONDO_0003799	conjunctivitis	Pink Eyes	MESH:D003231
http://purl.obolibrary.org/obo/MONDO_0003847	hereditary disease	Inborn Genetic Disease	MESH:D030342
http://purl.obolibrary.org/obo/MONDO_0003847	hereditary disease	Inborn Genetic Diseases	MESH:D030342
http://purl.obolibrary.org/obo/MONDO_0003916	overnutrition	Hypernutrition	MESH:D044343
http://purl.obolibrary.org/obo/MONDO_0003924	adrenal cortex adenoma	Adrenal Cortical Adenomas	MESH:D018246
http://purl.obolibrary.org/obo/MONDO_0003924	adrenal cortex adenoma	Adrenocortical Adenomas	MESH:D018246
http://purl.obolibrary.org/obo/MONDO_0003937	spondylitis	Spondylitides	MESH:D013166
http://purl.obolibrary.org/obo/MONDO_0003939	muscle tissue disorder	Muscle Disorder	MESH:D009135
http://purl.obolibrary.org/obo/MONDO_0003939	muscle tissue disorder	Muscle Disorders	MESH:D009135
http://purl.obolibrary.org/obo/MONDO_0003939	muscle tissue disorder	Muscular Disease	MESH:D009135
http://purl.obolibrary.org/obo/MONDO_0003939	muscle tissue disorder	Muscular Diseases	MESH:D009135
http://purl.obolibrary.org/obo/MONDO_0003939	muscle tissue disorder	Myopathic Condition	MESH:D009135
