Pubmeds	Data Source	Gene NCBI	Gene Symbol	Taxon	Phenotype Names	Phenotype URIs		Web Link	Is Negative	Note	Curator	Mesh terms	Score
20029458		8573	ANG	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Mental Retardation, X-Linked; Amino Acid Sequence; Base Sequence; Case-Control Studies; Chromosomes, Human, X; Cohort Studies; DNA Mutational Analysis; Facies; Family; Female; Genetic Diseases, X-Linked; Guanylate Kinase; Phenotype; X Chromosome Inactivation; Male; Humans; Nystagmus, Congenital; Pedigree; Molecular Sequence Data; Mutation; Microcephaly; Middle Aged; 	3
20071678	RGD	25273	LACC1	human	ocular hypertension	http://purl.obolibrary.org/obo/DOID_9282					Jenni/Nathan	Veratrum Alkaloids; Time Factors; Up-Regulation; Reverse Transcriptase Polymerase Chain Reaction; Retinal Ganglion Cells; Rats, Sprague-Dawley; Rats; Receptors, G-Protein-Coupled; Blotting, Western; Animals; RNA, Messenger; Disease Models, Animal; Chronic Disease; Cell Survival; Cell Count; Ocular Hypertension; Neuroprotective Agents; Male; Hedgehog Proteins; Kruppel-Like Transcription Factors; Intraocular Pressure; Immunohistochemistry; 	1
20089869	CTD (sheep)	4312	RBFOX1	human	ocular hypertension	http://purl.obolibrary.org/obo/DOID_9282					Jenni/Nathan	Anterior Chamber; Animals; Disease Models, Animal; Sheep; Tonometry, Ocular; Adenoviridae; Triamcinolone Acetonide; Prednisolone; Matrix Metalloproteinase 1; Ocular Hypertension; Genetic Vectors; Glucocorticoids; Intraocular Pressure; Female; Gene Expression Regulation, Enzymologic; Genetic Therapy; 	1
20118933		11284	SYK	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	DNA Repair; Consanguinity; Chromosomes, Human, Pair 19; Child; DNA Repair-Deficiency Disorders; DNA Repair Enzymes; Developmental Disabilities; Female; Family; Embryo, Mammalian; Infant; Genome-Wide Association Study; Humans; Seizures; Polymorphism, Single Nucleotide; Phosphotransferases (Alcohol Group Acceptor); Pedigree; Mutation; Microcephaly; Male; 	3
20118933	CTD	11284	EXOC4	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	DNA Repair; Consanguinity; Chromosomes, Human, Pair 19; Child; DNA Repair-Deficiency Disorders; DNA Repair Enzymes; Developmental Disabilities; Female; Family; Embryo, Mammalian; Infant; Genome-Wide Association Study; Humans; Seizures; Polymorphism, Single Nucleotide; Phosphotransferases (Alcohol Group Acceptor); Pedigree; Mutation; Microcephaly; Male; 	3
20357188	RGD	17750	COMP	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan	Biological Markers; Avidin; Astrocytes; Animals; Nerve Tissue Proteins; Oligonucleotide Array Sequence Analysis; Photoreceptor Cells, Vertebrate; Rats; Rats, Sprague-Dawley; Cyclic Nucleotide Phosphodiesterases, Type 6; In Situ Nick-End Labeling; Disease Models, Animal; Retinal Ganglion Cells; Low Density Lipoprotein Receptor-Related Protein-2; Metallothionein; Retinitis Pigmentosa; Mice; Mice, Mutant Strains; Mice, Inbred C3H; Microglia; 	1
20357188	RGD	689415	RELN	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan	Cyclic Nucleotide Phosphodiesterases, Type 6; In Situ Nick-End Labeling; Disease Models, Animal; Low Density Lipoprotein Receptor-Related Protein-2; Metallothionein; Mice; Mice, Mutant Strains; Mice, Inbred C3H; Microglia; Biological Markers; Avidin; Astrocytes; Animals; Nerve Tissue Proteins; Oligonucleotide Array Sequence Analysis; Photoreceptor Cells, Vertebrate; Rats; Rats, Sprague-Dawley; Retinal Ganglion Cells; Retinitis Pigmentosa; 	1
20357199	RGD	25054	MMP9	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Chronic Disease; Cell Survival; Cell Line; Axotomy; Glaucoma; Flow Cytometry; Female; Retinal Ganglion Cells; Disease Models, Animal; Acute Disease; Immunotherapy; Antibody Specificity; Antibodies, Monoclonal; Animals; Neuroprotective Agents; Optic Nerve Diseases; Mice; Kidney; Mice, Inbred BALB C; Receptor, trkB; Rats, Wistar; Rats; Humans; 	1
20363506	GWAS_Catalog	55133	AUH	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Genetic Predisposition to Disease; Female; Case-Control Studies; Aged, 80 and over; Aged; Adult; Introns; In Situ Hybridization; Humans; Genotype; Genome-Wide Association Study; Middle Aged; Low Tension Glaucoma; Male; 3' Untranslated Regions; Acetyltransferases; Risk Factors; Young Adult; Polymorphism, Single Nucleotide; Reverse Transcriptase Polymerase Chain Reaction; 	2
20375339	CTD (human)	4638	NLGN4X	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Cell Movement; Blotting, Western; Calcium-Binding Proteins; Azepines; Glaucoma; Gene Silencing; Reverse Transcriptase Polymerase Chain Reaction; European Continental Ancestry Group; Receptors, Transforming Growth Factor beta; Cells, Cultured; Enzyme Inhibitors; RNA, Small Interfering; Naphthalenes; Humans; Optic Disk; Protein-Serine-Threonine Kinases; Hydrostatic Pressure; Astrocytes; African Americans; Isoenzymes; Myosin-Light-Chain Kinase; 	2
20375339	CTD	7042	ADSL	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Cell Movement; Blotting, Western; Calcium-Binding Proteins; Azepines; Glaucoma; Gene Silencing; European Continental Ancestry Group; Cells, Cultured; Enzyme Inhibitors; Naphthalenes; Optic Disk; Protein-Serine-Threonine Kinases; Astrocytes; African Americans; Isoenzymes; Myosin-Light-Chain Kinase; Reverse Transcriptase Polymerase Chain Reaction; Receptors, Transforming Growth Factor beta; RNA, Small Interfering; Humans; Hydrostatic Pressure; 	2
20595895	RGD	310738	ACADSB	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan	Animals; Receptor, trkA; Tears; Enzyme-Linked Immunosorbent Assay; Immunoenzyme Techniques; Retinitis Pigmentosa; Nerve Growth Factor; Rats; Lacrimal Apparatus; Receptor, Nerve Growth Factor; Rats, Mutant Strains; Rats, Sprague-Dawley; 	1
20835238	CTD (human)	857	SCN1B	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan	Glaucoma, Open-Angle; Female; Chromosomes, Human, Pair 7; Genotype; Genome-Wide Association Study; Genome, Human; Genetic Predisposition to Disease; Aged; Aged, 80 and over; Humans; Adult; Caveolin 2; Case-Control Studies; Caveolin 1; Middle Aged; Male; Polymorphism, Single Nucleotide; 	3
20835238	CTD (human)	858	PINK1	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan	Glaucoma, Open-Angle; Female; Chromosomes, Human, Pair 7; Genotype; Genome-Wide Association Study; Genome, Human; Genetic Predisposition to Disease; Aged; Aged, 80 and over; Humans; Adult; Caveolin 2; Case-Control Studies; Caveolin 1; Middle Aged; Male; Polymorphism, Single Nucleotide; 	3
20890278	CTD (human)	284403	MTHFR	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Microcephaly; Polymorphism, Single Nucleotide; Molecular Sequence Data; Pedigree; Nerve Tissue Proteins; Brain; Cerebral Cortex; Chromosome Mapping; Consanguinity; Chromosomes, Human, Pair 19; DNA Repair; Female; Family; Gyrus Cinguli; Humans; Male; Magnetic Resonance Imaging; 	3
20890279	CTD (human)	284403	TNF	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Oligonucleotide Array Sequence Analysis; Nerve Tissue Proteins; Mutation, Missense; Mitotic Spindle Apparatus; Microcephaly; Animals; Brain; Chromosome Mapping; Male; Mice; Homozygote; Humans; HeLa Cells; Frameshift Mutation; Genes, Recessive; Family; Female; Exons; 	3
20943663	RGD	24596	FMR1	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Optic Nerve; Rats, Wistar; Rats; Nerve Tissue Proteins; Neurodegenerative Diseases; Receptors, Nerve Growth Factor; Receptor, trkA; Receptors, Growth Factor; Retinal Neurons; Tumor Necrosis Factor-alpha; alpha-Macroglobulins; Nerve Growth Factor; Humans; Female; Glaucoma; Animals; 	1
20943663	RGD	59109	PGRMC1	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Optic Nerve; Rats, Wistar; Rats; Nerve Tissue Proteins; Neurodegenerative Diseases; Receptors, Nerve Growth Factor; Receptor, trkA; Receptors, Growth Factor; Retinal Neurons; Tumor Necrosis Factor-alpha; alpha-Macroglobulins; Nerve Growth Factor; Humans; Female; Glaucoma; Animals; 	1
20972249		23431	APOE	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Cerebral Palsy; Genes, Recessive; Humans; In Situ Hybridization, Fluorescence; Intellectual Disability; Microarray Analysis; Pedigree; Microcephaly; Abnormalities, Multiple; Adaptor Protein Complex 4; Syndrome; 	2
20972249		29803	ADIPOQ	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Cerebral Palsy; Genes, Recessive; Humans; In Situ Hybridization, Fluorescence; Intellectual Disability; Microarray Analysis; Abnormalities, Multiple; Adaptor Protein Complex 4; Pedigree; Microcephaly; Syndrome; 	2
21039428	CTD	5145	RB1	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan	Sequence Homology, Amino Acid; Retinitis Pigmentosa; Pedigree; Molecular Sequence Data; Polymorphism, Single Nucleotide; Female; Humans; Genes, Recessive; Mice; Male; Middle Aged; Aged; Adult; Animals; Amino Acid Sequence; Cyclic Nucleotide Phosphodiesterases, Type 6; Consanguinity; Eye Proteins; 	2
21078314	RGD	337	PTCHD1	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Proteomics; Tandem Mass Spectrometry; Aged; Middle Aged; Aqueous Humor; Cataract; Blotting, Western; Child, Preschool; Chromatography, High Pressure Liquid; Eye Proteins; Female; Humans; Hydrophthalmos; Infant; Infant, Newborn; Male; 	2
21204222		10084	PLAT	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Cerebral Palsy; Phenotype; Chromosome Aberrations; Chromosomes, Human, X; Gene Duplication; Disease Progression; Humans; Carrier Proteins; Male; In Situ Hybridization, Fluorescence; Polymorphism, Single Nucleotide; Mental Retardation, X-Linked; Nuclear Proteins; Microarray Analysis; 	0
21310339		383	ATP1A2	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Male; Hyperargininemia; Phenylbutyrates; Disease Progression; Child; Humans; Benzoates; Cerebral Palsy; Anti-Infective Agents; 	2
21358633	CTD	4998	SLC6A1	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Animals; Amino Acid Substitution; Child; Base Sequence; Consanguinity; Child, Preschool; DNA; Male; Microcephaly; Humans; Infant; Growth Disorders; Amino Acid Sequence; Adolescent; Pedigree; Polymorphism, Single Nucleotide; Protein Structure, Tertiary; S Phase; Saudi Arabia; Sequence Homology, Amino Acid; Dwarfism; Ear; Female; Genome-Wide Association Study; Patella; Origin Recognition Complex; Mutation, Missense; Models, Genetic; Zebrafish; Micrognathism; Mutant Proteins; Models, Molecular; Molecular Sequence Data; Zebrafish Proteins; 	4
21436445	CTD	23424	AR	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Gene Expression Regulation, Developmental; Spermatogenesis; Gene Knockdown Techniques; Glaucoma; Humans; Hypospadias; Chick Embryo; RNA, Messenger; Crystallins; RNA-Binding Proteins; Cytoplasmic Granules; Embryonic Development; Ribonucleoproteins; Female; Cataract; Animals; Cell Line; Organogenesis; Protein Biosynthesis; Mice; Mutation; Lens, Crystalline; Male; 	1
21532570	CTD	646960	SLC16A2	human	angle-closure glaucoma	http://purl.obolibrary.org/obo/DOID_13550					Jenni/Nathan	Serine Proteases; Glaucoma, Angle-Closure; Genetic Linkage; Eye Abnormalities; Disease Models, Animal; Anterior Chamber; Animals; Mice; Microphthalmos; Mutation; Humans; Lens, Crystalline; Pedigree; Retina; 	1
21532571	GWAS_Catalog	100048912	CBS	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Glycoproteins; Humans; Male; Cytoskeletal Proteins; Eye Proteins; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Glaucoma, Open-Angle; Aged; Polymorphism, Single Nucleotide; Rats; Cyclin-Dependent Kinase Inhibitor p15; Animals; Aged, 80 and over; Retina; 	3
21532571	CTD	100048912	CD28	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan	Glycoproteins; Humans; Male; Cytoskeletal Proteins; Eye Proteins; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Glaucoma, Open-Angle; Aged; Polymorphism, Single Nucleotide; Rats; Cyclin-Dependent Kinase Inhibitor p15; Animals; Aged, 80 and over; Retina; 	3
21532571	CTD (human/rat)	1029	SCARB2	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Glycoproteins; Humans; Male; Cytoskeletal Proteins; Eye Proteins; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Glaucoma, Open-Angle; Aged; Polymorphism, Single Nucleotide; Rats; Cyclin-Dependent Kinase Inhibitor p15; Animals; Aged, 80 and over; Retina; 	1
21532571	CTD (human/rat)	1030	GNAS	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Glycoproteins; Humans; Male; Cytoskeletal Proteins; Eye Proteins; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Glaucoma, Open-Angle; Aged; Polymorphism, Single Nucleotide; Rats; Cyclin-Dependent Kinase Inhibitor p15; Animals; Aged, 80 and over; Retina; 	1
21532571	CTD	54499	OTUD7A	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan	Glycoproteins; Humans; Male; Cytoskeletal Proteins; Eye Proteins; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Glaucoma, Open-Angle; Aged; Polymorphism, Single Nucleotide; Rats; Cyclin-Dependent Kinase Inhibitor p15; Animals; Aged, 80 and over; Retina; 	3
21620353		10717	BEND2	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Character; Adolescent; Adaptor Protein Complex 4; Human Characteristics; Genetic Linkage; Female; Child; Humans; Infant; Intellectual Disability; Male; Young Adult; Paraplegia; Pedigree; 	3
21620353		23431	SMARCE1	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Character; Adolescent; Adaptor Protein Complex 4; Human Characteristics; Genetic Linkage; Female; Child; Young Adult; Humans; Infant; Intellectual Disability; Male; Paraplegia; Pedigree; 	3
21620353		11154	IGF2BP2	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Character; Adolescent; Adaptor Protein Complex 4; Human Characteristics; Genetic Linkage; Female; Child; Young Adult; Humans; Infant; Intellectual Disability; Male; Paraplegia; Pedigree; 	3
21834929	RGD	3558	NPC1	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan	Glaucoma, Open-Angle; Aqueous Humor; Optic Nerve Diseases; Neuroprotective Agents; Interleukin-2; Humans; Immunoassay; 	1
21892160	CTD (human)	407975	ATP2B1	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Tracheoesophageal Fistula; Microcephaly; Mice, Inbred C57BL; Haploinsufficiency; Mice; Germ-Line Mutation; MicroRNAs; Intellectual Disability; Mice, Knockout; Humans; Polymerase Chain Reaction; Pedigree; Multigene Family; Models, Animal; Musculoskeletal Development; Esophageal Atresia; Embryo, Mammalian; Duodenal Obstruction; Gene Deletion; Female; Eyelids; Animals; Limb Deformities, Congenital; Male; Databases, Genetic; Chromosomes, Human, Pair 13; 	2
21983783	CTD (human)	80254	TNFSF15	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Humans; Female; Chromosomes, Human, Pair 3; Centrioles; Pedigree; Microcephaly; Male; 	2
22261432		1282	PTPRD	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan	Humans; Cerebral Palsy; 	0
22428042	GWAS_Catalog	100048912	ETS1	human	primary open angle glaucoma	http://purl.obolibrary.org/obo/DOID_1070					Jenni/Nathan	Optic Nerve; Polymorphism, Single Nucleotide; RNA, Untranslated; Japan; Prevalence; Glaucoma; Genotype; Genome-Wide Association Study; Intraocular Pressure; Humans; Case-Control Studies; Asian Continental Ancestry Group; RNA, Long Untranslated; Genetic Predisposition to Disease; Chromosomes, Human, Pair 9; 	0
22476098	RGD	114558	GPC5	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan	Animals; Apoptosis; Apoptosis Regulatory Proteins; Autophagy; Rats; Rats, Sprague-Dawley; Microtubule-Associated Proteins; Adenine; Up-Regulation; Retinal Ganglion Cells; Intraocular Pressure; Male; Cell Death; Cells, Cultured; Cytoplasm; Dendrites; Disease Models, Animal; Glaucoma; 	1
22922875	GWAS_Catalog	10587	WDR72	human	primary open angle glaucoma	http://purl.obolibrary.org/obo/DOID_1070					Jenni/Nathan	Collagen Type XI; Case-Control Studies; Carrier Proteins; Polymorphism, Single Nucleotide; Logistic Models; Humans; Glaucoma, Angle-Closure; Genome-Wide Association Study; Genetic Predisposition to Disease; Genetic Loci; Protein D-Aspartate-L-Isoaspartate Methyltransferase; Principal Component Analysis; Repressor Proteins; 	0
22922875	GWAS_Catalog	144100	STAT4	human	primary open angle glaucoma	http://purl.obolibrary.org/obo/DOID_1070					Jenni/Nathan	Collagen Type XI; Case-Control Studies; Carrier Proteins; Polymorphism, Single Nucleotide; Logistic Models; Humans; Glaucoma, Angle-Closure; Genome-Wide Association Study; Genetic Predisposition to Disease; Genetic Loci; Protein D-Aspartate-L-Isoaspartate Methyltransferase; Principal Component Analysis; Repressor Proteins; 	3
22922875	CTD	144100	BICD1	human	angle-closure glaucoma	http://purl.obolibrary.org/obo/DOID_13550					Jenni/Nathan	Collagen Type XI; Case-Control Studies; Carrier Proteins; Polymorphism, Single Nucleotide; Logistic Models; Humans; Glaucoma, Angle-Closure; Genome-Wide Association Study; Genetic Predisposition to Disease; Genetic Loci; Protein D-Aspartate-L-Isoaspartate Methyltransferase; Principal Component Analysis; Repressor Proteins; 	3
22922875	CTD (human)	1301	PVT1	human	angle-closure glaucoma	http://purl.obolibrary.org/obo/DOID_13550					Jenni/Nathan	Collagen Type XI; Case-Control Studies; Carrier Proteins; Polymorphism, Single Nucleotide; Logistic Models; Humans; Glaucoma, Angle-Closure; Genome-Wide Association Study; Genetic Predisposition to Disease; Genetic Loci; Protein D-Aspartate-L-Isoaspartate Methyltransferase; Principal Component Analysis; Repressor Proteins; 	3
22922875	GWAS_Catalog	1301	ITGAM	human	primary open angle glaucoma	http://purl.obolibrary.org/obo/DOID_1070					Jenni/Nathan	Collagen Type XI; Case-Control Studies; Carrier Proteins; Polymorphism, Single Nucleotide; Logistic Models; Humans; Glaucoma, Angle-Closure; Genome-Wide Association Study; Genetic Predisposition to Disease; Genetic Loci; Protein D-Aspartate-L-Isoaspartate Methyltransferase; Principal Component Analysis; Repressor Proteins; 	3
	OMIM	10133	HNF1B	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan		1
	OMIM	134430	BAZ2B	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan		1
	OMIM	4909	IL23R	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan		3
	OMIM	10133	HDAC9	human	primary open angle glaucoma	http://purl.obolibrary.org/obo/DOID_1070					Jenni/Nathan		3
	OMIM	1545	XBP1	human	buphthalmos	http://purl.obolibrary.org/obo/DOID_11211					Jenni/Nathan		4
	OMIM	4016	AHI1	human	exfoliation syndrome	http://purl.obolibrary.org/obo/DOID_13641					Jenni/Nathan		4
	OMIM	4976	CEP290	human	glaucoma	http://purl.obolibrary.org/obo/DOID_1686					Jenni/Nathan		4
	OMIM	4053	SPRED1	human	primary congenital glaucoma	http://purl.obolibrary.org/obo/DOID_0050593					Jenni/Nathan		4
	OMIM	4653	SHANK3	human	open-angle glaucoma	http://purl.obolibrary.org/obo/DOID_1067					Jenni/Nathan		5
	IDGene	259266	JAZF1	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		0
	IDGene	79648	MYH9	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		0
	OMIM	5145	ASTN2	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		1
	OMIM	6491	CLEC16A	human	microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		2
	OMIM	7401	ERAP1	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	1258	NCKAP5L	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	3614	WDR45	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	5148	HP	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	24148	TCN1	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	5995	SERPINB2	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	6100	MIR145	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	6295	APBA2	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	64218	ADH4	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	123016	CMIP	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	130557	ADH1B	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		2
	OMIM	2979	CYP2A6	human	retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	9662			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		3
	OMIM	22995			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		3
	OMIM	3832			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		3
	OMIM	63925			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		3
	OMIM	24			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	84100			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	7439			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	157657			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	762			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	375298			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	1259			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	1406			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	25794			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	3420			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	50939			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	4117			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	5158			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	8842			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	9129			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	10210			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		3
	OMIM	6103			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	57082			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		4
	OMIM	55755			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		4
	OMIM	55835			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		4
	OMIM	60386			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		4
	OMIM	388939			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	23418			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	79947			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	346007			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	84140			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	55975			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	10002			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	4901			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	768206			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	10594			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	5961			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	145226			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	6121			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	6103			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	23020			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	7287			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	7399			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		4
	OMIM	259266			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		5
	OMIM	79648			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		5
	OMIM	284403			microcephaly	http://purl.obolibrary.org/obo/DOID_10907					Jenni/Nathan		5
	OMIM	10461			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		5
	OMIM	26121			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		5
	OMIM	6010			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		5
	OMIM	6101			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		5
	OMIM	6102			retinitis pigmentosa	http://purl.obolibrary.org/obo/DOID_10584					Jenni/Nathan		5
