GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	Comments	IsNegative	ExternalDatabase	DatabaseLink	Phenotypes
MYC	4609	12029619	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4609&diseaseAcc=MESH:D006528	hepatocellular carcinoma
MYC	4609	15565109	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4609&diseaseAcc=MESH:D006528	hepatocellular carcinoma
MYC	4609	9029167	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4609&diseaseAcc=MESH:D006528	hepatocellular carcinoma
NFE2L2	4780	22561517	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4780&diseaseAcc=MESH:D006528	hepatocellular carcinoma
NFKBIA	4792	22022477	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=4792&diseaseAcc=MESH:D006528	hepatocellular carcinoma
NME1	4830	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4830&diseaseAcc=MESH:D006528	hepatocellular carcinoma
NR1H2	7376	21147110	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7376&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PARK7	11315	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=11315&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PCK1	5105	19363144	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5105&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PDGFB	5155	20506153	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5155&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PDIA3	2923	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2923&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PGD	5226	19363144	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5226&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PGK1	5230	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5230&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PHB	5245	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5245&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PKM	5315	19363144	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5315&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PKP1	5317	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5317&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PNPT1	87178	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=87178&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PPARG	5468	16374840	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=5468&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PPP1R1A	5502	15010824	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5502&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PRDX2	7001	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7001&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PRDX6	9588	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9588&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PTGS2	5743	11872629	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PTGS2	5743	12024111	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PTGS2	5743	14563831	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PTGS2	5743	16374840	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PTGS2	5743	17510421	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PTK2	5747	14578863	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5747&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PYCARD	29108	17471463	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=29108&diseaseAcc=MESH:D006528	hepatocellular carcinoma
PYGL	5836	2885971	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5836&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RARA	5914	18026104	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5914&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RB1	5925	12029619	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5925&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RB1	5925	14961299	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5925&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RBMY	100400516	22073224	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=100400516&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RPS6	6194	21147110	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6194&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RPS6KA3	6197	22561517	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6197&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RRM1	6240	18230555	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6240&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RRM2	6241	18230555	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6241&diseaseAcc=MESH:D006528	hepatocellular carcinoma
RTP3	83597	17693185	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=83597&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SCAP	22937	14563831	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=22937&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SCD	6319	21147110	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6319&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SERPINA1	5265	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5265&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SERPINA1	5265	6258829	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5265&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SERPINA4	5267	19709125	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=5267&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SFN	2810	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2810&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SKP2	6502	12717389	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6502&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SLC2A1	6513	8364915	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6513&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SLC2A2	6514	8364915	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6514&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SLC5A5	6528	15347726	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=6528&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SLC5A5	6528	15520214	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=6528&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SLIT2	9353	19100240	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9353&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SOCS3	9021	16831601	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9021&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SOD2	6648	16767786	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SOD2	6648	18760346	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SOD2	6648	19731237	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SOD2	6648	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SREBF1	6720	14563831	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6720&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SREBF1	6720	21147110	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6720&diseaseAcc=MESH:D006528	hepatocellular carcinoma
SREBF2	6721	21147110	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6721&diseaseAcc=MESH:D006528	hepatocellular carcinoma
STAT1	6772	22488367	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6772&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TAGLN2	8407	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8407&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TALDO1	6888	19436114	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6888&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TATDN1	83940	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=83940&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TERT	7015	16651430	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7015&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TERT	7015	22634754	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7015&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TFPI2	7980	17464989	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7980&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TGFA	7039	15565109	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7039&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TGFA	7039	9029167	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7039&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TGFB1	7040	9029167	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7040&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TH	7054	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7054&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TNFSF10	8743	17326159	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=8743&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TP53	7157	17191126	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=7157&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TP53	7157	18477611	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=7157&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TP53	7157	22675488	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=7157&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TP53	7157	8033108	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=7157&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TP53	7157	9029167	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=7157&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TRIM24	8805	18026104	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8805&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TRP53	22059	16651430	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=22059&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TRP53	22059	19919837	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=22059&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TSC1	7248	21499249	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7248&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TST	7263	21472284	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7263&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TYMS	7298	18019677	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7298&diseaseAcc=MESH:D006528	hepatocellular carcinoma
TYMS	7298	18230555	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7298&diseaseAcc=MESH:D006528	hepatocellular carcinoma
UBD	10537	19363144	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10537&diseaseAcc=MESH:D006528	hepatocellular carcinoma
UCHL1	7345	18666234	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7345&diseaseAcc=MESH:D006528	hepatocellular carcinoma
UMPS	7372	18230555	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7372&diseaseAcc=MESH:D006528	hepatocellular carcinoma
USP2	9099	21147110	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9099&diseaseAcc=MESH:D006528	hepatocellular carcinoma
VCAM1	7412	22922871	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7412&diseaseAcc=MESH:D006528	hepatocellular carcinoma
ZNF23	7571	21965783	TAS	DiseaseName: Carcinoma, Hepatocellular (MESH:D006528); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7571&diseaseAcc=MESH:D006528	hepatocellular carcinoma
EDN1	1906	7967349	TAS	DiseaseName: Hepatorenal Syndrome (MESH:D006530); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1906&diseaseAcc=MESH:D006530	hepatorenal syndrome
HMOX1	3162	21253390	TAS	DiseaseName: Hepatorenal Syndrome (MESH:D006530); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3162&diseaseAcc=MESH:D006530	hepatorenal syndrome
C1S	716	3184114	TAS	DiseaseName: Hereditary Angioedema Types I and II (MESH:D056829); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=716&diseaseAcc=MESH:D056829	hereditary angioedema
KNG1	3827	9734886	TAS	DiseaseName: Angioedemas, Hereditary (MESH:D054179); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3827&diseaseAcc=MESH:D054179	hereditary angioedema
SERPING1	710	9734886	TAS	DiseaseName: Angioedemas, Hereditary (MESH:D054179); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=710&diseaseAcc=MESH:D054179	hereditary angioedema
SERPING1	710	15806011	TAS	DiseaseName: Hereditary Angioedema Types I and II (MESH:D056829); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=710&diseaseAcc=MESH:D056829	hereditary angioedema
SERPING1	710	1644161	TAS	DiseaseName: Hereditary Angioedema Types I and II (MESH:D056829); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=710&diseaseAcc=MESH:D056829	hereditary angioedema
SERPING1	710	18387221	TAS	DiseaseName: Hereditary Angioedema Types I and II (MESH:D056829); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=710&diseaseAcc=MESH:D056829	hereditary angioedema
BRCA1	672	21597964	TAS	DiseaseName: Hereditary Breast and Ovarian Cancer Syndrome (MESH:D061325); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=672&diseaseAcc=MESH:D061325	hereditary breast ovarian cancer
BRCA1	672	8644702	TAS	DiseaseName: Hereditary Breast and Ovarian Cancer Syndrome (MESH:D061325); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=672&diseaseAcc=MESH:D061325	hereditary breast ovarian cancer
BRCA2	675	21597964	TAS	DiseaseName: Hereditary Breast and Ovarian Cancer Syndrome (MESH:D061325); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=675&diseaseAcc=MESH:D061325	hereditary breast ovarian cancer
CPOX	1371	11831056	TAS	DiseaseName: Coproporphyria, Hereditary (MESH:D046349); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1371&diseaseAcc=MESH:D046349	hereditary coproporphyria
SLC4A1	6521	1737855	TAS	DiseaseName: Elliptocytosis, Hereditary (MESH:D004612); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6521&diseaseAcc=MESH:D004612	hereditary elliptocytosis
SPTB	6710	1975598	TAS	DiseaseName: Elliptocytosis, Hereditary (MESH:D004612); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6710&diseaseAcc=MESH:D004612	hereditary elliptocytosis
ALDOB	229	15733923	TAS	DiseaseName: Fructose Intolerance (MESH:D005633); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=229&diseaseAcc=MESH:D005633	hereditary fructose intolerance syndrome
ALDOB	229	18035330	TAS	DiseaseName: Fructose Intolerance (MESH:D005633); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=229&diseaseAcc=MESH:D005633	hereditary fructose intolerance syndrome
ALDOB	229	3383242	TAS	DiseaseName: Fructose Intolerance (MESH:D005633); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=229&diseaseAcc=MESH:D005633	hereditary fructose intolerance syndrome
ACVRL1	94	20135064	TAS	DiseaseName: Telangiectasia, Hereditary Hemorrhagic (MESH:D013683); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=94&diseaseAcc=MESH:D013683	hereditary hemorrhagic telangiectasia
ENG	2022	15115879	TAS	DiseaseName: Telangiectasia, Hereditary Hemorrhagic (MESH:D013683); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2022&diseaseAcc=MESH:D013683	hereditary hemorrhagic telangiectasia
ENG	2022	20135064	TAS	DiseaseName: Telangiectasia, Hereditary Hemorrhagic (MESH:D013683); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2022&diseaseAcc=MESH:D013683	hereditary hemorrhagic telangiectasia
EXT1	2131	20080592	TAS	DiseaseName: Exostoses, Multiple Hereditary (MESH:D005097); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2131&diseaseAcc=MESH:D005097	hereditary multiple exostoses
PTPN11	5781	21533187	TAS	DiseaseName: Exostoses, Multiple Hereditary (MESH:D005097); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5781&diseaseAcc=MESH:D005097	hereditary multiple exostoses
SAG	6295	7670478	TAS	DiseaseName: Oguchi disease (MESH:C537743); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6295&diseaseAcc=MESH:C537743	hereditary night blindness
SAG	6295	9565049	TAS	DiseaseName: Oguchi disease (MESH:C537743); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6295&diseaseAcc=MESH:C537743	hereditary night blindness
CYP7B1	9420	18252231	TAS	DiseaseName: Spastic Paraplegia, Hereditary (MESH:D015419); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9420&diseaseAcc=MESH:D015419	hereditary spastic paraplegia
CYP7B1	9420	19812052	TAS	DiseaseName: Spastic paraplegia type 5A, recessive (MESH:C536871); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9420&diseaseAcc=MESH:C536871	hereditary spastic paraplegia
PNPLA6	10908	20382209	TAS	DiseaseName: Spastic Paraplegia, Hereditary (MESH:D015419); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10908&diseaseAcc=MESH:D015419	hereditary spastic paraplegia
PQBP1	10084	14634649	TAS	DiseaseName: Spastic Paraplegia, Hereditary (MESH:D015419); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10084&diseaseAcc=MESH:D015419	hereditary spastic paraplegia
CAD	790	38827	TAS	DiseaseName: Spherocytosis, Hereditary (MESH:D013103); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=790&diseaseAcc=MESH:D013103	hereditary spherocytosis
DHODH	1723	38827	TAS	DiseaseName: Spherocytosis, Hereditary (MESH:D013103); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1723&diseaseAcc=MESH:D013103	hereditary spherocytosis
SLC4A1	6521	1378323	TAS	DiseaseName: Spherocytosis, Hereditary (MESH:D013103); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6521&diseaseAcc=MESH:D013103	hereditary spherocytosis
SPTB	6710	19538529	TAS	DiseaseName: Spherocytosis, Hereditary (MESH:D013103); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6710&diseaseAcc=MESH:D013103	hereditary spherocytosis
